codigo_candidato,data_cadastro,nome_completo,sexo,uf,faixa_etaria,nivel_educacional,setor_profissional,tempo_experiencia,qtd_certificacoes,idioma_principal,salario_esperado,salario_oferecido,aceita_viagem,aceita_mudanca,deficiencia,foi_contratado
768,2022-06-03,Candidato_768,Outro,CE,40.0,Doutorado,Educação,1.8,0.0,Espanhol,4000.0,3200.0,Sim,Não,Sim,1.0
769,2022-09-07,Candidato_769,Feminino,RS,62.0,Ensino Médio,,4.9,2.0,Espanhol,8100.0,7600.0,Sim,Sim,Não,0.0
770,2023-11-05,Candidato_770,Outro,DF,,Tecnólogo,Saúde,,1.0,Alemão,2900.0,2500.0,Sim,Não,Não,0.0
771,2023-03-14,Candidato_771,Feminino,,51.0,,Financeiro,8.4,2.0,,9200.0,7800.0,Não,Não,Não,0.0
772,2022-04-28,Candidato_772,Feminino,MG,26.0,,Administração,8.7,2.0,Inglês,9900.0,11100.0,Não,Não,Não,0.0
773,2022-11-02,Candidato_773,Feminino,SP,41.0,Doutorado,Marketing,2.5,1.0,Espanhol,11700.0,13700.0,Não,Não,Não,1.0
774,2022-09-25,Candidato_774,Feminino,PR,25.0,Tecnólogo,Saúde,2.8,5.0,Alemão,,4300.0,Não,Sim,Não,1.0
775,2022-02-23,Candidato_775,Masculino,PR,24.0,Mestrado,Educação,4.4,1.0,Alemão,,5100.0,Sim,Não,Não,1.0
776,2022-08-24,,Masculino,SP,53.0,Tecnólogo,Educação,,3.0,Alemão,8400.0,7400.0,Não,Não,Não,0.0
777,2023-01-24,Candidato_777,Outro,MG,35.0,Tecnólogo,Marketing,5.4,2.0,Inglês,9400.0,8000.0,Sim,Não,,0.0
778,2023-02-05,Candidato_778,Masculino,BA,20.0,Ensino Médio,Tecnologia,4.3,3.0,Francês,8600.0,8700.0,Sim,Sim,Não,0.0
779,2023-09-16,Candidato_779,,MG,45.0,Ensino Médio,Educação,5.6,,Nenhum,9200.0,10400.0,Não,Não,Não,0.0
780,2022-10-30,,Outro,DF,23.0,Ensino Médio,Tecnologia,7.0,1.0,Francês,9800.0,8000.0,Não,,,1.0
781,2022-07-26,Candidato_781,Outro,,61.0,Mestrado,Tecnologia,2.9,0.0,Nenhum,7400.0,,Sim,Sim,Não,0.0
782,2022-08-17,Candidato_782,,DF,61.0,Tecnólogo,Financeiro,7.0,4.0,Nenhum,6600.0,6900.0,Sim,Não,Não,0.0
783,2023-08-01,Candidato_783,Masculino,MG,38.0,Graduação,Tecnologia,3.5,,Alemão,4300.0,5100.0,Sim,Sim,Não,0.0
784,2022-03-16,Candidato_784,,BA,,Doutorado,Engenharia,9.3,1.0,Espanhol,6400.0,6100.0,Sim,Sim,Não,1.0
785,2023-03-11,Candidato_785,Outro,BA,57.0,Ensino Médio,Financeiro,8.2,,Alemão,6700.0,6600.0,Não,Não,Não,1.0
786,2022-04-13,Candidato_786,,RS,18.0,Ensino Médio,Saúde,4.8,4.0,Inglês,5100.0,5600.0,Sim,Não,Não,0.0
787,2023-02-26,Candidato_787,Outro,SP,53.0,Tecnólogo,Saúde,3.1,3.0,Nenhum,6900.0,7700.0,Não,Sim,Não,0.0
788,2023-12-05,,Feminino,BA,,Tecnólogo,Educação,2.7,1.0,Espanhol,4900.0,4400.0,Sim,Sim,Não,0.0
789,2022-11-02,Candidato_789,Feminino,DF,,Mestrado,Educação,6.7,0.0,,9200.0,10800.0,Sim,Não,Não,0.0
790,2022-04-08,,Outro,BA,52.0,Mestrado,Tecnologia,4.9,4.0,Nenhum,7900.0,9100.0,Sim,Sim,Não,1.0
791,2022-12-01,Candidato_791,,RS,30.0,Ensino Médio,Financeiro,6.9,,Alemão,6100.0,4900.0,Não,Sim,,0.0
792,2023-03-11,Candidato_792,Outro,PR,27.0,Tecnólogo,Financeiro,9.4,1.0,,7400.0,6300.0,Sim,Não,Não,0.0
793,2023-03-23,Candidato_793,Masculino,DF,61.0,Graduação,Engenharia,3.5,3.0,Espanhol,4800.0,4800.0,Não,,Não,0.0
794,2022-11-04,Candidato_794,Feminino,RS,64.0,Doutorado,Tecnologia,2.5,3.0,Nenhum,5000.0,,Não,,Não,0.0
795,2022-09-06,Candidato_795,Masculino,SC,27.0,Tecnólogo,Engenharia,5.4,2.0,Espanhol,5700.0,6200.0,Não,Sim,Não,1.0
796,2022-06-15,Candidato_796,Masculino,SC,63.0,,Recursos Humanos,7.3,0.0,Espanhol,6600.0,5500.0,Sim,Sim,Não,0.0
797,2023-04-26,Candidato_797,Outro,RJ,30.0,Mestrado,Tecnologia,3.1,3.0,Alemão,7300.0,7700.0,Não,Sim,Não,0.0
798,2022-12-01,,Masculino,MG,54.0,,Administração,5.1,1.0,Francês,7300.0,7600.0,Não,Sim,Não,1.0
799,2023-06-26,Candidato_799,Outro,SP,55.0,Ensino Médio,Administração,7.7,1.0,Inglês,4400.0,3900.0,Sim,Não,Não,0.0
800,2022-04-16,Candidato_800,Feminino,PE,41.0,Tecnólogo,Marketing,,2.0,Francês,6800.0,6900.0,Sim,Sim,Não,1.0
801,2023-07-17,Candidato_801,Outro,CE,19.0,Ensino Médio,Tecnologia,5.5,1.0,Espanhol,5400.0,4800.0,Não,Não,Não,0.0
802,2022-03-22,Candidato_802,Masculino,RS,39.0,Tecnólogo,Financeiro,3.9,1.0,Nenhum,,200.0,Não,Não,Não,
803,2022-05-13,Candidato_803,Masculino,,34.0,Ensino Médio,,5.2,2.0,Inglês,13200.0,13600.0,Sim,Não,Não,0.0
804,2022-05-18,Candidato_804,Outro,CE,53.0,Doutorado,Saúde,6.4,,Inglês,5400.0,6400.0,Não,Não,Não,
805,2022-07-03,Candidato_805,Outro,PR,31.0,Mestrado,Marketing,5.4,3.0,Nenhum,5500.0,4900.0,Não,Não,Não,0.0
806,2023-02-05,,Masculino,,27.0,Doutorado,Educação,3.0,1.0,Inglês,4300.0,4100.0,Não,Não,Não,0.0
807,2022-11-26,Candidato_807,Feminino,RS,52.0,Graduação,Administração,4.0,,Nenhum,4900.0,4400.0,Sim,,Não,0.0
808,2023-05-23,Candidato_808,Feminino,PE,42.0,Mestrado,Tecnologia,7.9,4.0,Inglês,,6000.0,Não,Não,Não,0.0
809,2022-03-10,Candidato_809,,CE,20.0,,Marketing,5.7,,Francês,,,Sim,Sim,Não,0.0
810,2023-06-30,Candidato_810,Feminino,RS,64.0,Graduação,Tecnologia,6.7,3.0,Inglês,6600.0,7100.0,Sim,,Não,1.0
811,2022-02-22,Candidato_811,,BA,55.0,,Administração,,1.0,Alemão,6400.0,5200.0,Sim,Não,Não,0.0
812,2023-03-26,Candidato_812,Outro,PE,34.0,Tecnólogo,Marketing,6.6,0.0,Nenhum,9400.0,11100.0,Não,Não,Não,0.0
813,2022-07-24,Candidato_813,Masculino,DF,,,,4.2,3.0,Inglês,6000.0,4900.0,Sim,Sim,Não,1.0
814,2022-05-06,Candidato_814,Masculino,,41.0,Mestrado,Engenharia,3.5,1.0,,7000.0,,,Não,Não,0.0
815,2022-02-12,Candidato_815,,SC,46.0,Tecnólogo,Administração,6.5,0.0,Alemão,5200.0,6000.0,Sim,Sim,Não,0.0
816,2022-04-21,Candidato_816,Outro,MG,60.0,Mestrado,Financeiro,7.3,3.0,Inglês,10400.0,10500.0,Não,Não,Não,0.0
817,2023-10-25,Candidato_817,Outro,SC,42.0,Tecnólogo,Financeiro,3.2,1.0,Inglês,,7800.0,,Não,Não,
818,2022-07-02,Candidato_818,Feminino,PE,53.0,,Tecnologia,,1.0,,6700.0,6900.0,Não,Sim,Sim,0.0
819,2022-04-05,Candidato_819,,DF,43.0,Doutorado,Saúde,,4.0,Alemão,,6500.0,,Não,,1.0
820,2023-01-09,Candidato_820,Masculino,PR,55.0,Ensino Médio,Administração,8.2,,Alemão,6900.0,7900.0,Não,,Não,1.0
821,2023-06-04,Candidato_821,Masculino,DF,18.0,Graduação,Educação,6.1,3.0,Nenhum,6700.0,,,Sim,Não,0.0
822,2022-12-26,Candidato_822,Masculino,CE,37.0,Tecnólogo,,2.4,2.0,Alemão,3900.0,3800.0,,Não,Não,0.0
823,2023-11-27,Candidato_823,Outro,PR,45.0,Graduação,Recursos Humanos,4.8,1.0,Nenhum,9200.0,10400.0,Sim,Não,Não,
824,2022-10-08,Candidato_824,Outro,CE,33.0,Graduação,Saúde,4.5,0.0,Francês,6500.0,7800.0,Não,Sim,Não,
825,2022-07-14,Candidato_825,Feminino,RS,64.0,Mestrado,Engenharia,2.7,,Inglês,10800.0,11400.0,Sim,Sim,Não,0.0
826,2022-07-14,Candidato_826,Feminino,PE,34.0,Tecnólogo,Marketing,4.8,0.0,Inglês,7800.0,9000.0,Sim,,Não,0.0
827,2023-10-29,Candidato_827,Outro,RS,57.0,Graduação,,4.4,3.0,Espanhol,2000.0,2100.0,Sim,Não,Não,0.0
828,2022-04-03,Candidato_828,Outro,RJ,45.0,Doutorado,Financeiro,4.3,1.0,,4400.0,4700.0,Não,Não,Não,0.0
829,2023-11-03,Candidato_829,Masculino,DF,29.0,Graduação,Saúde,4.2,0.0,Alemão,2700.0,2900.0,Sim,Sim,Não,0.0
830,2022-03-02,Candidato_830,,,44.0,Doutorado,Financeiro,7.9,1.0,Alemão,4400.0,4800.0,Não,Não,Não,0.0
831,2023-09-26,Candidato_831,Feminino,BA,59.0,Mestrado,Marketing,4.3,1.0,Francês,3700.0,3400.0,Sim,Sim,Não,1.0
832,2022-02-20,Candidato_832,Outro,RS,64.0,Graduação,Recursos Humanos,5.1,4.0,Alemão,7500.0,7700.0,Sim,Não,,0.0
833,2023-02-07,Candidato_833,Feminino,RJ,47.0,Ensino Médio,Administração,4.9,3.0,Espanhol,6400.0,6600.0,Não,,Não,0.0
834,2022-01-05,Candidato_834,,SP,58.0,Mestrado,Saúde,,3.0,Nenhum,8500.0,7900.0,Sim,,Não,1.0
835,2023-04-11,Candidato_835,Masculino,SC,51.0,Doutorado,,5.2,1.0,Inglês,6900.0,6500.0,Sim,Não,Não,0.0
836,2023-08-27,Candidato_836,Feminino,PR,54.0,,Administração,,2.0,Francês,6500.0,7200.0,Sim,Sim,Sim,0.0
837,2023-11-13,Candidato_837,Feminino,,23.0,Graduação,Administração,5.2,3.0,Inglês,11000.0,11400.0,Sim,Sim,,0.0
838,2023-06-18,Candidato_838,Outro,PE,24.0,Tecnólogo,Administração,3.3,3.0,Nenhum,7400.0,6400.0,Não,Sim,,0.0
839,2023-02-09,Candidato_839,Masculino,RS,,Tecnólogo,Tecnologia,4.6,,Francês,6800.0,,Não,Sim,Não,0.0
840,2023-05-28,Candidato_840,Feminino,PE,49.0,Doutorado,Recursos Humanos,,,Nenhum,5300.0,,Não,Sim,Não,1.0
841,2023-10-07,Candidato_841,Masculino,SC,42.0,Doutorado,Engenharia,,0.0,Alemão,4600.0,4500.0,Não,Não,Sim,1.0
842,2022-08-21,Candidato_842,Feminino,BA,50.0,Tecnólogo,Recursos Humanos,5.3,3.0,Alemão,8500.0,7500.0,Não,Não,,0.0
843,2023-06-08,Candidato_843,,DF,24.0,Doutorado,Recursos Humanos,5.3,,Alemão,8400.0,9900.0,Não,,Não,0.0
844,2022-12-12,Candidato_844,Outro,DF,29.0,Mestrado,Recursos Humanos,5.8,1.0,,10100.0,,Não,Não,Não,0.0
845,2022-02-15,Candidato_845,Feminino,PE,33.0,Ensino Médio,Educação,6.1,1.0,Nenhum,8000.0,,Sim,Sim,Não,0.0
846,2023-06-30,,Feminino,CE,33.0,Ensino Médio,Financeiro,4.7,,Nenhum,6200.0,5200.0,Não,Sim,Não,0.0
847,2022-03-19,Candidato_847,Masculino,,60.0,Mestrado,Marketing,3.2,,Inglês,8000.0,7800.0,Não,Não,Não,0.0
848,2023-12-31,Candidato_848,Masculino,DF,53.0,Ensino Médio,Financeiro,2.6,1.0,Nenhum,6800.0,7300.0,Não,Sim,Não,0.0
849,2022-03-14,,Feminino,,30.0,,Saúde,7.0,0.0,Alemão,,7600.0,Sim,Sim,Não,0.0
850,2022-09-06,Candidato_850,Outro,RJ,24.0,Mestrado,Recursos Humanos,6.5,,Espanhol,,9800.0,Não,Sim,Sim,0.0
851,2022-02-16,,Masculino,BA,53.0,Doutorado,Engenharia,6.3,5.0,Nenhum,6700.0,,,Não,Não,0.0
852,2022-05-01,Candidato_852,Masculino,MG,64.0,Mestrado,Saúde,6.6,1.0,Espanhol,10500.0,12100.0,Não,,Não,0.0
853,2022-08-02,Candidato_853,Masculino,SC,26.0,Tecnólogo,Financeiro,4.7,0.0,Alemão,9400.0,9100.0,Sim,Sim,Não,1.0
854,2022-08-27,Candidato_854,Feminino,DF,49.0,Doutorado,,3.8,3.0,Nenhum,7000.0,7100.0,Não,,Não,0.0
855,2022-02-25,Candidato_855,Feminino,BA,28.0,Tecnólogo,,,2.0,Inglês,8300.0,,Sim,Sim,Sim,1.0
856,2022-12-16,Candidato_856,,PE,25.0,Doutorado,Financeiro,2.8,1.0,Inglês,7600.0,7000.0,Sim,,Não,1.0
857,2022-04-17,Candidato_857,Feminino,SP,50.0,Ensino Médio,Administração,7.4,1.0,Espanhol,7000.0,6400.0,Sim,,Não,1.0
858,2022-02-17,Candidato_858,Outro,MG,40.0,Mestrado,Financeiro,4.0,4.0,Inglês,10800.0,12100.0,Sim,,Não,0.0
859,2023-07-27,Candidato_859,Outro,MG,42.0,Graduação,Administração,7.1,1.0,Inglês,8000.0,7300.0,Não,Não,Não,1.0
860,2022-12-03,,Feminino,CE,25.0,Doutorado,Tecnologia,4.6,2.0,Inglês,5300.0,6000.0,Sim,Não,Não,0.0
861,2022-01-26,Candidato_861,Outro,BA,,Doutorado,,3.6,2.0,Alemão,4900.0,,Sim,Não,Não,0.0
862,2022-09-14,Candidato_862,Masculino,CE,39.0,Tecnólogo,Engenharia,2.8,1.0,Inglês,5000.0,4200.0,Não,Sim,Não,0.0
863,2022-01-08,Candidato_863,Masculino,CE,,Ensino Médio,Engenharia,3.8,,Francês,8000.0,,Sim,Sim,Não,0.0
864,2023-09-17,Candidato_864,Masculino,SP,57.0,Tecnólogo,,7.8,1.0,Nenhum,6300.0,6400.0,Sim,Não,Não,0.0
865,2022-09-10,Candidato_865,Feminino,RJ,,Tecnólogo,Tecnologia,2.8,0.0,Inglês,7700.0,,Sim,Não,Não,0.0
866,2023-11-23,Candidato_866,Masculino,,46.0,Ensino Médio,Recursos Humanos,,2.0,Inglês,8900.0,7900.0,Sim,Sim,Não,0.0
867,2023-12-20,Candidato_867,Outro,RS,58.0,Graduação,Engenharia,3.3,0.0,Inglês,11100.0,9600.0,Sim,Não,Não,
868,2022-10-30,Candidato_868,Feminino,DF,46.0,Tecnólogo,Financeiro,6.5,3.0,Francês,6400.0,7300.0,Sim,Sim,Não,0.0
869,2023-10-01,Candidato_869,,CE,,Tecnólogo,Tecnologia,4.7,0.0,Inglês,4200.0,4000.0,Não,Sim,Não,0.0
870,2022-02-25,Candidato_870,,SC,51.0,Doutorado,Marketing,4.4,,Inglês,10600.0,10400.0,Não,Sim,Não,1.0
871,2023-12-27,Candidato_871,Masculino,PR,45.0,Ensino Médio,Administração,,3.0,Nenhum,4100.0,3300.0,Não,Não,Não,0.0
872,2023-06-10,Candidato_872,Masculino,SC,,Mestrado,Financeiro,4.8,1.0,Francês,4000.0,3800.0,Não,Não,Não,0.0
873,2023-04-19,Candidato_873,Feminino,SP,32.0,Graduação,Administração,2.7,2.0,Francês,10500.0,,Sim,Não,Não,
874,2022-01-28,Candidato_874,Outro,SP,40.0,Graduação,Administração,1.6,2.0,Inglês,9100.0,10300.0,,Não,Não,0.0
875,2022-03-19,Candidato_875,Feminino,PE,61.0,Ensino Médio,Recursos Humanos,5.2,2.0,Francês,8000.0,8600.0,Sim,Não,Sim,0.0
876,2022-08-04,Candidato_876,Feminino,RJ,43.0,Doutorado,Tecnologia,3.7,1.0,Espanhol,6900.0,7400.0,Não,Sim,Não,1.0
877,2023-01-21,Candidato_877,Masculino,DF,21.0,,Tecnologia,8.4,4.0,Francês,6500.0,6500.0,Não,Não,Não,1.0
878,2022-12-31,Candidato_878,Feminino,CE,43.0,Ensino Médio,Saúde,7.0,1.0,Francês,5700.0,5800.0,Sim,Sim,Não,0.0
879,2023-10-28,Candidato_879,Feminino,SC,,Doutorado,,8.4,4.0,Francês,6400.0,,Sim,Sim,Não,0.0
880,2023-06-10,Candidato_880,Masculino,PR,26.0,Graduação,Saúde,3.6,0.0,Alemão,6900.0,6200.0,Não,Sim,Não,
881,2023-11-30,Candidato_881,Feminino,SP,22.0,Graduação,Recursos Humanos,5.3,2.0,Alemão,4300.0,3800.0,Não,Não,,0.0
882,2022-11-08,Candidato_882,Masculino,SP,49.0,Mestrado,Administração,-0.2,2.0,Alemão,5400.0,6400.0,Não,Não,Não,0.0
883,2022-01-07,Candidato_883,Masculino,RJ,37.0,Ensino Médio,,4.4,,Francês,2800.0,2300.0,Não,Não,Não,0.0
884,2022-01-03,Candidato_884,,PR,28.0,Tecnólogo,Saúde,5.2,4.0,Espanhol,,6200.0,,,Não,0.0
885,2023-09-15,,Masculino,PR,32.0,Tecnólogo,Marketing,5.3,,Francês,7200.0,7400.0,Não,Não,Não,1.0
886,2022-12-29,Candidato_886,Feminino,RJ,,Mestrado,Saúde,4.9,4.0,Inglês,10600.0,11600.0,Não,Não,Não,
887,2023-05-23,Candidato_887,Masculino,SP,45.0,,Tecnologia,5.1,2.0,Espanhol,7800.0,7900.0,Sim,,Não,1.0
888,2022-10-01,Candidato_888,Masculino,DF,39.0,Doutorado,Saúde,-0.4,,Alemão,5900.0,5600.0,Sim,Não,Não,0.0
889,2023-05-21,Candidato_889,Feminino,BA,58.0,Mestrado,Administração,5.5,,Nenhum,6600.0,,Sim,Sim,Não,0.0
890,2022-01-15,Candidato_890,Feminino,,,Mestrado,Saúde,6.0,1.0,Espanhol,8000.0,8700.0,Não,Não,Não,1.0
891,2022-07-11,Candidato_891,Outro,RJ,43.0,Tecnólogo,Engenharia,7.7,0.0,Alemão,7500.0,8500.0,Não,Sim,Não,0.0
892,2023-09-23,Candidato_892,Feminino,PR,61.0,Doutorado,Educação,5.7,1.0,Espanhol,,6700.0,Não,Sim,Não,1.0
893,2023-04-30,Candidato_893,Feminino,CE,,Mestrado,Administração,4.7,2.0,Espanhol,7800.0,7000.0,,Sim,Não,1.0
894,2022-01-28,Candidato_894,,RJ,59.0,Mestrado,Engenharia,,2.0,Francês,6500.0,6200.0,Sim,Sim,Não,0.0
895,2023-12-15,Candidato_895,Feminino,DF,43.0,Doutorado,Recursos Humanos,0.3,4.0,,5900.0,5200.0,Sim,Não,Não,0.0
896,2022-02-08,Candidato_896,Feminino,RJ,42.0,Ensino Médio,,4.0,1.0,Nenhum,5800.0,4800.0,Não,Não,,0.0
897,2022-09-30,Candidato_897,,MG,,Doutorado,Tecnologia,3.5,3.0,Alemão,5100.0,4500.0,Não,Sim,Não,1.0
898,2022-08-19,Candidato_898,Feminino,SC,62.0,Tecnólogo,Educação,4.9,4.0,,4800.0,4900.0,Não,Sim,Não,0.0
899,2022-03-27,,Outro,PR,36.0,Ensino Médio,Educação,0.6,4.0,Nenhum,,11500.0,Sim,Sim,Não,1.0
900,2023-04-19,Candidato_900,Feminino,PE,28.0,Graduação,Tecnologia,7.6,1.0,Espanhol,7200.0,8000.0,Não,Não,,0.0
901,2022-05-06,Candidato_901,Feminino,PE,30.0,Doutorado,Educação,4.5,2.0,Inglês,6700.0,5500.0,Sim,Sim,Não,0.0
902,2023-06-21,Candidato_902,Outro,PR,25.0,Tecnólogo,Tecnologia,,3.0,Nenhum,6000.0,5800.0,Não,,Não,0.0
903,2022-05-25,Candidato_903,Masculino,DF,57.0,Ensino Médio,Engenharia,5.4,0.0,Alemão,7900.0,6700.0,Sim,Não,Não,0.0
904,2023-06-09,Candidato_904,,MG,21.0,Doutorado,,7.5,1.0,Espanhol,9400.0,9100.0,Sim,Sim,Não,
905,2022-07-31,Candidato_905,,MG,64.0,Mestrado,Marketing,1.3,2.0,Inglês,8400.0,8200.0,Não,Não,Não,0.0
906,2022-01-25,Candidato_906,Outro,SP,48.0,Doutorado,Administração,5.2,3.0,Nenhum,8800.0,8800.0,Sim,Não,Não,0.0
907,2023-08-03,,Outro,SC,45.0,Graduação,Tecnologia,7.3,,Espanhol,5800.0,6700.0,Sim,Sim,Não,1.0
908,2023-01-29,Candidato_908,Feminino,BA,28.0,Doutorado,Administração,4.8,1.0,Espanhol,7000.0,7900.0,Não,Sim,Não,0.0
909,2022-03-08,Candidato_909,Masculino,RS,60.0,Ensino Médio,Recursos Humanos,3.1,1.0,Alemão,5900.0,6200.0,Sim,Sim,Não,0.0
910,2022-08-21,Candidato_910,,DF,18.0,Ensino Médio,Engenharia,3.8,0.0,Inglês,7200.0,8300.0,Não,Não,Não,0.0
911,2022-04-19,Candidato_911,Masculino,RS,,Doutorado,Marketing,4.2,2.0,Francês,9500.0,,Sim,,Sim,0.0
912,2022-05-26,Candidato_912,,RS,55.0,Ensino Médio,Recursos Humanos,3.6,2.0,Espanhol,7900.0,8900.0,,Não,Não,0.0
913,2022-04-21,Candidato_913,Outro,PR,41.0,,Engenharia,4.7,,Nenhum,10300.0,10600.0,Sim,Sim,Não,1.0
914,2022-08-16,,Masculino,PE,64.0,Doutorado,,8.0,2.0,Alemão,6400.0,6500.0,Sim,Sim,Não,0.0
915,2022-04-21,Candidato_915,Feminino,,48.0,Mestrado,Administração,3.8,3.0,Alemão,5400.0,5900.0,Não,Sim,Não,0.0
916,2023-04-15,Candidato_916,Feminino,BA,58.0,Mestrado,Financeiro,4.0,2.0,Espanhol,8000.0,6500.0,Não,Sim,Não,
917,2022-02-03,Candidato_917,Feminino,PR,63.0,Tecnólogo,Marketing,5.9,2.0,Espanhol,,7700.0,Não,Sim,Sim,0.0
918,2023-09-15,Candidato_918,Feminino,RS,43.0,Doutorado,Educação,4.7,3.0,Espanhol,7600.0,8900.0,,Sim,Não,0.0
919,2023-01-04,Candidato_919,Outro,CE,22.0,,,2.3,2.0,Francês,7300.0,7900.0,Sim,Não,Não,0.0
920,2023-08-18,Candidato_920,Outro,,37.0,Mestrado,Marketing,4.9,2.0,Espanhol,6000.0,4900.0,Não,Não,Não,1.0
921,2023-07-08,Candidato_921,Outro,DF,,Tecnólogo,Educação,4.8,1.0,Inglês,7400.0,7000.0,Não,Não,Não,0.0
922,2023-03-01,Candidato_922,Outro,DF,28.0,Doutorado,Engenharia,7.0,4.0,Nenhum,8900.0,,Não,Sim,Não,0.0
923,2023-09-05,Candidato_923,Outro,SP,50.0,Doutorado,Tecnologia,3.1,,,9200.0,10900.0,Não,Não,Não,0.0
924,2023-06-02,Candidato_924,Feminino,RJ,55.0,Graduação,Administração,7.0,1.0,Francês,,5700.0,Sim,Não,Sim,1.0
925,2023-11-23,Candidato_925,Feminino,CE,44.0,Graduação,Saúde,4.8,1.0,Nenhum,7500.0,8500.0,Não,,Não,0.0
926,2022-10-09,Candidato_926,Feminino,PE,51.0,Mestrado,Saúde,2.8,4.0,Alemão,10000.0,11500.0,,Sim,Não,0.0
927,2022-11-16,Candidato_927,Feminino,MG,32.0,Graduação,Engenharia,2.4,2.0,Espanhol,,,Não,Sim,Não,0.0
928,2023-03-19,,Outro,PE,49.0,Mestrado,Recursos Humanos,8.9,4.0,Nenhum,5700.0,6500.0,Sim,Não,,0.0
929,2022-11-11,Candidato_929,Outro,SP,38.0,Ensino Médio,Administração,4.7,3.0,Alemão,8600.0,8000.0,Não,Sim,Não,
930,2023-01-12,Candidato_930,Outro,DF,63.0,Mestrado,Recursos Humanos,,2.0,Francês,8200.0,8500.0,Não,Sim,Não,1.0
931,2022-10-16,Candidato_931,Masculino,RS,,Graduação,Administração,1.6,2.0,Inglês,5300.0,5400.0,Sim,Sim,Sim,0.0
932,2023-03-13,Candidato_932,Feminino,MG,23.0,Ensino Médio,Engenharia,10.3,0.0,Espanhol,4200.0,4500.0,Sim,Sim,Não,0.0
933,2023-10-24,Candidato_933,Feminino,PR,55.0,Graduação,,6.8,2.0,Inglês,7400.0,8100.0,Não,Não,Não,0.0
934,2022-10-04,Candidato_934,Outro,SC,39.0,Mestrado,Tecnologia,4.5,0.0,Francês,6200.0,6100.0,Sim,Sim,,0.0
935,2023-12-11,Candidato_935,Feminino,RS,35.0,Tecnólogo,Recursos Humanos,4.4,4.0,Nenhum,3600.0,4200.0,Não,Não,Não,0.0
936,2023-08-05,Candidato_936,,,31.0,Doutorado,Engenharia,6.5,3.0,Nenhum,5600.0,6300.0,Sim,Não,Não,1.0
937,2023-05-18,Candidato_937,,CE,27.0,Graduação,Tecnologia,6.4,3.0,,,9100.0,Não,Sim,,1.0
938,2023-09-16,Candidato_938,Masculino,RJ,,Mestrado,Administração,,0.0,Francês,6700.0,6600.0,Não,Sim,,1.0
939,2023-05-31,Candidato_939,Masculino,MG,30.0,Ensino Médio,Engenharia,5.0,4.0,Espanhol,10100.0,8200.0,Não,Sim,Não,1.0
940,2022-12-16,Candidato_940,Masculino,BA,48.0,Graduação,Administração,6.1,2.0,Alemão,2800.0,2800.0,Não,Não,Não,0.0
941,2023-03-22,Candidato_941,Outro,MG,47.0,,Recursos Humanos,1.5,1.0,Inglês,9700.0,11200.0,Não,,,0.0
942,2022-12-16,Candidato_942,Feminino,PE,20.0,Doutorado,Engenharia,4.3,1.0,Inglês,,5500.0,Não,Não,Não,0.0
943,2023-08-30,,Outro,DF,47.0,Mestrado,Administração,1.7,3.0,Nenhum,6000.0,7200.0,Não,Não,Não,0.0
944,2023-10-26,Candidato_944,,PE,23.0,Tecnólogo,Recursos Humanos,6.2,2.0,Nenhum,3900.0,4400.0,Não,Não,Não,
945,2022-05-17,,Feminino,PE,46.0,Ensino Médio,Tecnologia,3.6,1.0,Espanhol,7900.0,8600.0,Sim,Não,Não,1.0
946,2022-08-31,Candidato_946,Masculino,,25.0,Mestrado,Financeiro,1.9,2.0,Francês,3300.0,3500.0,Sim,Não,Não,1.0
947,2023-06-27,,Masculino,RS,61.0,Ensino Médio,Tecnologia,3.4,1.0,Inglês,,,Sim,Sim,Não,0.0
948,2022-02-09,Candidato_948,Outro,BA,62.0,Graduação,Administração,5.3,2.0,Espanhol,4000.0,4400.0,Não,Não,Não,0.0
949,2022-08-17,Candidato_949,Masculino,BA,60.0,Doutorado,Engenharia,4.6,3.0,Nenhum,4300.0,4200.0,,Não,Sim,0.0
950,2023-07-02,Candidato_950,Outro,PE,61.0,Doutorado,Saúde,2.7,2.0,,4600.0,5200.0,,Não,Não,0.0
951,2022-08-11,Candidato_951,Outro,SC,50.0,Tecnólogo,Tecnologia,1.6,1.0,Inglês,5600.0,6000.0,Sim,Não,Não,0.0
952,2022-01-06,Candidato_952,Feminino,CE,34.0,Doutorado,Tecnologia,5.1,0.0,Nenhum,8900.0,,Sim,Sim,Não,0.0
953,2022-11-18,Candidato_953,Feminino,PE,28.0,,Recursos Humanos,3.8,,Nenhum,10000.0,11200.0,Sim,Não,Não,1.0
954,2023-04-13,,Feminino,RJ,30.0,Tecnólogo,Educação,,1.0,Alemão,5800.0,4900.0,Sim,,Não,1.0
955,2022-03-16,,Outro,DF,28.0,Mestrado,Saúde,4.7,,Francês,6900.0,5700.0,Sim,Sim,Não,0.0
956,2022-01-04,Candidato_956,Feminino,RS,48.0,Doutorado,Administração,5.9,2.0,Nenhum,8000.0,9000.0,Não,Sim,Não,
957,2023-10-08,Candidato_957,Masculino,PR,45.0,Tecnólogo,Financeiro,6.7,2.0,,6300.0,5700.0,Sim,Não,Não,0.0
958,2022-04-28,Candidato_958,Masculino,RJ,61.0,Graduação,Engenharia,5.3,1.0,Espanhol,7900.0,8200.0,Não,Não,Não,0.0
